plan_id,experiment,case_id,provider,mode,group,actor_state,cache_state,start_band,language,device,network,role,speed,register,duration_s,resolution,fps,script_hash,audio_hash,reference_hash,consent_id,expected,actual,status
X4-N022,X4,unseen-goal-022,final-candidate-pending,,normal,new,cold,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-22/动作-22,未测,planned
X4-N023,X4,unseen-goal-023,final-candidate-pending,,normal,new,cold,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-23/动作-23,未测,planned
X4-N024,X4,unseen-goal-024,final-candidate-pending,,normal,new,cold,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-24/动作-24,未测,planned
X4-N025,X4,unseen-goal-025,final-candidate-pending,,normal,new,cold,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-25/动作-25,未测,planned
X4-N026,X4,unseen-goal-026,final-candidate-pending,,normal,new,warm,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-26/动作-26,未测,planned
X4-N027,X4,unseen-goal-027,final-candidate-pending,,normal,new,warm,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-27/动作-27,未测,planned
X4-N028,X4,unseen-goal-028,final-candidate-pending,,normal,new,warm,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-28/动作-28,未测,planned
X4-N029,X4,unseen-goal-029,final-candidate-pending,,normal,new,warm,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-29/动作-29,未测,planned
X4-N030,X4,unseen-goal-030,final-candidate-pending,,normal,new,warm,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；句子-30/动作-30,未测,planned
X4-N031,X4,unseen-goal-031,final-candidate-pending,,normal,new,warm,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N032,X4,unseen-goal-032,final-candidate-pending,,normal,new,warm,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N033,X4,unseen-goal-033,final-candidate-pending,,normal,new,warm,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N034,X4,unseen-goal-034,final-candidate-pending,,normal,new,warm,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N035,X4,unseen-goal-035,final-candidate-pending,,normal,new,warm,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N036,X4,unseen-goal-036,final-candidate-pending,,normal,new,warm,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N037,X4,unseen-goal-037,final-candidate-pending,,normal,new,warm,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N038,X4,unseen-goal-038,final-candidate-pending,,normal,new,warm,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N039,X4,unseen-goal-039,final-candidate-pending,,normal,new,warm,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N040,X4,unseen-goal-040,final-candidate-pending,,normal,new,warm,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N041,X4,unseen-goal-041,final-candidate-pending,,normal,new,warm,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N042,X4,unseen-goal-042,final-candidate-pending,,normal,new,warm,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N043,X4,unseen-goal-043,final-candidate-pending,,normal,new,warm,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N044,X4,unseen-goal-044,final-candidate-pending,,normal,new,warm,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N045,X4,unseen-goal-045,final-candidate-pending,,normal,new,warm,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N046,X4,unseen-goal-046,final-candidate-pending,,normal,new,warm,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N047,X4,unseen-goal-047,final-candidate-pending,,normal,new,warm,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N048,X4,unseen-goal-048,final-candidate-pending,,normal,new,warm,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N049,X4,unseen-goal-049,final-candidate-pending,,normal,new,warm,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N050,X4,unseen-goal-050,final-candidate-pending,,normal,new,warm,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N051,X4,unseen-goal-051,final-candidate-pending,,normal,existing,cold,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N052,X4,unseen-goal-052,final-candidate-pending,,normal,existing,cold,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N053,X4,unseen-goal-053,final-candidate-pending,,normal,existing,cold,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N054,X4,unseen-goal-054,final-candidate-pending,,normal,existing,cold,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N055,X4,unseen-goal-055,final-candidate-pending,,normal,existing,cold,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N056,X4,unseen-goal-056,final-candidate-pending,,normal,existing,cold,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N057,X4,unseen-goal-057,final-candidate-pending,,normal,existing,cold,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N058,X4,unseen-goal-058,final-candidate-pending,,normal,existing,cold,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N059,X4,unseen-goal-059,final-candidate-pending,,normal,existing,cold,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N060,X4,unseen-goal-060,final-candidate-pending,,normal,existing,cold,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N061,X4,unseen-goal-061,final-candidate-pending,,normal,existing,cold,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N062,X4,unseen-goal-062,final-candidate-pending,,normal,existing,cold,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N063,X4,unseen-goal-063,final-candidate-pending,,normal,existing,cold,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N064,X4,unseen-goal-064,final-candidate-pending,,normal,existing,cold,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N065,X4,unseen-goal-065,final-candidate-pending,,normal,existing,cold,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N066,X4,unseen-goal-066,final-candidate-pending,,normal,existing,cold,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N067,X4,unseen-goal-067,final-candidate-pending,,normal,existing,cold,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N068,X4,unseen-goal-068,final-candidate-pending,,normal,existing,cold,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N069,X4,unseen-goal-069,final-candidate-pending,,normal,existing,cold,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N070,X4,unseen-goal-070,final-candidate-pending,,normal,existing,cold,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N071,X4,unseen-goal-071,final-candidate-pending,,normal,existing,cold,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N072,X4,unseen-goal-072,final-candidate-pending,,normal,existing,cold,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N073,X4,unseen-goal-073,final-candidate-pending,,normal,existing,cold,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N074,X4,unseen-goal-074,final-candidate-pending,,normal,existing,cold,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N075,X4,unseen-goal-075,final-candidate-pending,,normal,existing,cold,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N076,X4,unseen-goal-076,final-candidate-pending,,normal,existing,warm,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N077,X4,unseen-goal-077,final-candidate-pending,,normal,existing,warm,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N078,X4,unseen-goal-078,final-candidate-pending,,normal,existing,warm,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N079,X4,unseen-goal-079,final-candidate-pending,,normal,existing,warm,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N080,X4,unseen-goal-080,final-candidate-pending,,normal,existing,warm,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N081,X4,unseen-goal-081,final-candidate-pending,,normal,existing,warm,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N082,X4,unseen-goal-082,final-candidate-pending,,normal,existing,warm,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N083,X4,unseen-goal-083,final-candidate-pending,,normal,existing,warm,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N084,X4,unseen-goal-084,final-candidate-pending,,normal,existing,warm,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N085,X4,unseen-goal-085,final-candidate-pending,,normal,existing,warm,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N086,X4,unseen-goal-086,final-candidate-pending,,normal,existing,warm,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N087,X4,unseen-goal-087,final-candidate-pending,,normal,existing,warm,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N088,X4,unseen-goal-088,final-candidate-pending,,normal,existing,warm,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N089,X4,unseen-goal-089,final-candidate-pending,,normal,existing,warm,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N090,X4,unseen-goal-090,final-candidate-pending,,normal,existing,warm,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N091,X4,unseen-goal-091,final-candidate-pending,,normal,existing,warm,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N092,X4,unseen-goal-092,final-candidate-pending,,normal,existing,warm,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N093,X4,unseen-goal-093,final-candidate-pending,,normal,existing,warm,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N094,X4,unseen-goal-094,final-candidate-pending,,normal,existing,warm,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N095,X4,unseen-goal-095,final-candidate-pending,,normal,existing,warm,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N096,X4,unseen-goal-096,final-candidate-pending,,normal,existing,warm,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N097,X4,unseen-goal-097,final-candidate-pending,,normal,existing,warm,,,iPhone-Safari,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N098,X4,unseen-goal-098,final-candidate-pending,,normal,existing,warm,,,Android-Chrome,Wi-Fi,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N099,X4,unseen-goal-099,final-candidate-pending,,normal,existing,warm,,,iPhone-Safari,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-N100,X4,unseen-goal-100,final-candidate-pending,,normal,existing,warm,,,Android-Chrome,mobile,,,,120,720p,24,,,,,新规划/校验/音轨/视频实际播放；A-B-A/对练/打断/固定；同协议全链核查,未测,planned
X4-exit-01,X4,exit-01,final-candidate-pending,queue,fault-exit,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-exit-02,X4,exit-02,final-candidate-pending,actor-creation,fault-exit,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-exit-03,X4,exit-03,final-candidate-pending,first-play,fault-exit,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-exit-04,X4,exit-04,final-candidate-pending,B-speaking,fault-exit,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-exit-05,X4,exit-05,final-candidate-pending,practice,fault-exit,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-exit-06,X4,exit-06,final-candidate-pending,queue,fault-exit,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-exit-07,X4,exit-07,final-candidate-pending,actor-creation,fault-exit,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-exit-08,X4,exit-08,final-candidate-pending,first-play,fault-exit,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-exit-09,X4,exit-09,final-candidate-pending,B-speaking,fault-exit,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-exit-10,X4,exit-10,final-candidate-pending,practice,fault-exit,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-disconnect-01,X4,disconnect-01,final-candidate-pending,queue,fault-disconnect,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-disconnect-02,X4,disconnect-02,final-candidate-pending,actor-creation,fault-disconnect,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-disconnect-03,X4,disconnect-03,final-candidate-pending,first-play,fault-disconnect,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-disconnect-04,X4,disconnect-04,final-candidate-pending,B-speaking,fault-disconnect,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-disconnect-05,X4,disconnect-05,final-candidate-pending,practice,fault-disconnect,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-disconnect-06,X4,disconnect-06,final-candidate-pending,queue,fault-disconnect,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-disconnect-07,X4,disconnect-07,final-candidate-pending,actor-creation,fault-disconnect,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-disconnect-08,X4,disconnect-08,final-candidate-pending,first-play,fault-disconnect,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-disconnect-09,X4,disconnect-09,final-candidate-pending,B-speaking,fault-disconnect,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X4-disconnect-10,X4,disconnect-10,final-candidate-pending,practice,fault-disconnect,,,,,,,,,,60,,,,,,,两流远端结束与账单终态；本地停止；原分组保持,未测,planned
X5-1,X5,candidate-slot-1,,,,,,near-zero,zh-Hans,,,,,,,,,,,,,独立到首个理解活动并求助；逐步记录；同意可退出,未测,planned
X5-2,X5,candidate-slot-2,,,,,,near-zero,zh-Hans,,,,,,,,,,,,,独立到首个理解活动并求助；逐步记录；同意可退出,未测,planned
X5-3,X5,candidate-slot-3,,,,,,near-zero,zh-Hans,,,,,,,,,,,,,独立到首个理解活动并求助；逐步记录；同意可退出,未测,planned
X5-4,X5,candidate-slot-4,,,,,,near-zero,non-Chinese-pending-A4,,,,,,,,,,,,,独立到首个理解活动并求助；逐步记录；同意可退出,未测,planned
X5-5,X5,candidate-slot-5,,,,,,near-zero,non-Chinese-pending-A4,,,,,,,,,,,,,独立到首个理解活动并求助；逐步记录；同意可退出,未测,planned
X5-6,X5,candidate-slot-6,,,,,,near-zero,non-Chinese-pending-A4,,,,,,,,,,,,,独立到首个理解活动并求助；逐步记录；同意可退出,未测,planned
